Numero CAS;NOM SA;CLASSEMENT RÉFÉRENCE;CLASSEMENT DATE;CLASSEMENT CATÉGORIE DANGER;CLASSEMENT CODE H;CLASSEMENT MENTION DANGER;FACTEUR M VALEUR;FACTEUR M ORIGINE;FACTEUR M DATE
148-79-8;thiabendazole;Règlement (UE) N°2020/217 (14e ATP au Règlement 1272/2008);04/10/2019;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;H400;Très toxique pour les organismes aquatiques;1;UE;18/04/2019
317815-83-1;thiencarbazone-methyl;Règlement (UE) N°2020/1182 (15e ATP au Règlement 1272/2008);19/05/2020;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;H410;Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme;1000;UE;19/05/2020
317815-83-1;thiencarbazone-methyl;Règlement (UE) N°2020/1182 (15e ATP au Règlement 1272/2008);19/05/2020;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;H400;Très toxique pour les organismes aquatiques;1000;UE;19/05/2020
79277-27-3;thifensulfuron methyle;Règlement (UE) N°2018/1480 (13e ATP au Règlement 1272/2008);04/10/2018;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;H410;Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme;100;UE;04/10/2018
79277-27-3;thifensulfuron methyle;Règlement (UE) N°2018/1480 (13e ATP au Règlement 1272/2008);04/10/2018;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;H400;Très toxique pour les organismes aquatiques;100;UE;04/10/2018
57018-04-9;Tolclophos methyle;Règlement (UE) N°2021/849 (17e ATP au Règlement 1272/2008);11/03/2021;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;H400;Très toxique pour les organismes aquatiques;1;UE;11/03/2021
57018-04-9;Tolclophos methyle;Règlement (UE) N°2021/849 (17e ATP au Règlement 1272/2008);11/03/2021;Sensibilisation cutanée, catégorie 1;H317;Peut provoquer une allergie cutanée;;;
57018-04-9;Tolclophos methyle;Règlement (UE) N°2021/849 (17e ATP au Règlement 1272/2008);11/03/2021;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;H410;Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme;1;UE;11/03/2021
2303-17-5;tri-allate;Règlement (CE) N°1272/2008 (ATP 0);16/12/2008;Toxicité spécifique pour certains organes cibles - Exposition répétée, catégorie 2;H373;Risque présumé d'effets graves pour les organes à la suite d'expositions répétées ou d'une exposition prolongée;;;
2303-17-5;tri-allate;Règlement (CE) N°1272/2008 (ATP 0);16/12/2008;Toxicité aiguë (par voie orale), catégorie 4;H302;Nocif en cas d'ingestion;;;
2303-17-5;tri-allate;Règlement (CE) N°1272/2008 (ATP 0);16/12/2008;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;H410;Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme;10;ANSES;19/01/2016
2303-17-5;tri-allate;Règlement (CE) N°1272/2008 (ATP 0);16/12/2008;Sensibilisation cutanée, catégorie 1;H317;Peut provoquer une allergie cutanée;;;
2303-17-5;tri-allate;Règlement (CE) N°1272/2008 (ATP 0);16/12/2008;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;H400;Très toxique pour les organismes aquatiques;10;ANSES;19/01/2016
101200-48-0;tribenuron-methyl;Règlement (UE) N°2020/1182 (15e ATP au Règlement 1272/2008);19/05/2020;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;H400;Très toxique pour les organismes aquatiques;100;UE;19/05/2020
101200-48-0;tribenuron-methyl;Règlement (UE) N°2020/1182 (15e ATP au Règlement 1272/2008);19/05/2020;Sensibilisation cutanée, catégorie 1;H317;Peut provoquer une allergie cutanée;;;
101200-48-0;tribenuron-methyl;Règlement (UE) N°2020/1182 (15e ATP au Règlement 1272/2008);19/05/2020;Toxicité spécifique pour certains organes cibles - Exposition répétée, catégorie 2;H373;Risque présumé d'effets graves pour les organes à la suite d'expositions répétées ou d'une exposition prolongée;;;
101200-48-0;tribenuron-methyl;Règlement (UE) N°2020/1182 (15e ATP au Règlement 1272/2008);19/05/2020;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;H410;Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme;100;UE;19/05/2020
055335-06-3;triclopyr;Classement adapté par l'ANSES selon les règles de traduction du règlement CLP;;Sensibilisation cutanée, catégorie 1;H317;Peut provoquer une allergie cutanée;;;
055335-06-3;triclopyr;Classement adapté par l'ANSES selon les règles de traduction du règlement CLP;;Toxicité aiguë (par voie orale), catégorie 4;H302;Nocif en cas d'ingestion;;;
055335-06-3;triclopyr;Classement adapté par l'ANSES selon les règles de traduction du règlement CLP;;Irritation oculaire, catégorie 2;H319;Provoque une sévère irritation des yeux;;;
055335-06-3;triclopyr;Classement adapté par l'ANSES selon les règles de traduction du règlement CLP;;Dangers pour le milieu aquatique - Danger chronique, catégorie 3;H412;Nocif pour les organismes aquatiques, entraine des effets néfastes à long terme;;;
64700-56-7;triclopyr butoxy ethyl ester;Classement adapté par l'ANSES selon les règles de traduction du règlement CLP;12/10/2016;Sensibilisation cutanée, catégorie 1;H317;Peut provoquer une allergie cutanée;;;
64700-56-7;triclopyr butoxy ethyl ester;Classement adapté par l'ANSES selon les règles de traduction du règlement CLP;12/10/2016;Toxicité aiguë (par voie orale), catégorie 4;H302;Nocif en cas d'ingestion;;;
64700-56-7;triclopyr butoxy ethyl ester;Classement adapté par l'ANSES selon les règles de traduction du règlement CLP;12/10/2016;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;H400;Très toxique pour les organismes aquatiques;1;ANSES;12/10/2016
64700-56-7;triclopyr butoxy ethyl ester;Classement adapté par l'ANSES selon les règles de traduction du règlement CLP;12/10/2016;Dangers pour le milieu aquatique - Danger chronique, catégorie 2;H411;Toxique pour les organismes aquatiques, entraîne des effets à long terme;;ANSES;12/10/2016
64700-56-7;triclopyr butoxy ethyl ester;Classement adapté par l'ANSES selon les règles de traduction du règlement CLP;12/10/2016;Irritation oculaire, catégorie 2;H319;Provoque une sévère irritation des yeux;;;
141517-21-7;trifloxystrobine;Règlement (UE) N°2021/849 (17e ATP au Règlement 1272/2008);11/03/2021;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;H410;Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme;10;UE;11/03/2021
141517-21-7;trifloxystrobine;Règlement (UE) N°2021/849 (17e ATP au Règlement 1272/2008);11/03/2021;Sensibilisation cutanée, catégorie 1;H317;Peut provoquer une allergie cutanée;;;
141517-21-7;trifloxystrobine;Règlement (UE) N°2021/849 (17e ATP au Règlement 1272/2008);11/03/2021;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;H400;Très toxique pour les organismes aquatiques;100;UE;11/03/2021
141517-21-7;trifloxystrobine;Règlement (UE) N°2021/849 (17e ATP au Règlement 1272/2008);11/03/2021;Effet sur ou via la lactation, catégorie Lacta.;H362;Peut être nocif pour les bébés nourris au lait maternel;;;
126535-15-7;triflusulfuron-methyle;Règlement (UE) N°2015/1221 (7e ATP au Règlement 1272/2008);24/07/2015;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;H410;Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme;10;ANSES;18/02/2013
126535-15-7;triflusulfuron-methyle;Règlement (UE) N°2015/1221 (7e ATP au Règlement 1272/2008);24/07/2015;Cancérogénicité, catégorie 2;H351;Susceptible de provoquer le cancer;;;
126535-15-7;triflusulfuron-methyle;Règlement (UE) N°2015/1221 (7e ATP au Règlement 1272/2008);24/07/2015;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;H400;Très toxique pour les organismes aquatiques;100;ANSES;18/02/2013
95266-40-3;trinexapac-ethyl;Règlement (UE) N°2021/849 (17e ATP au Règlement 1272/2008);11/03/2021;Sensibilisation cutanée, catégorie 1B;H317;Peut provoquer une allergie cutanée;;;
95266-40-3;trinexapac-ethyl;Règlement (UE) N°2021/849 (17e ATP au Règlement 1272/2008);11/03/2021;Toxicité spécifique pour certains organes cibles - Exposition répétée, catégorie 2;H373;Risque présumé d'effets graves pour les organes à la suite d'expositions répétées ou d'une exposition prolongée;;;
95266-40-3;trinexapac-ethyl;Règlement (UE) N°2021/849 (17e ATP au Règlement 1272/2008);11/03/2021;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;H410;Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme;1;UE;11/03/2021
131983-72-7;triticonazole;Règlement (UE) N°2021/849 (17e ATP au Règlement 1272/2008);11/03/2021;Toxicité spécifique pour certains organes cibles - Exposition répétée, catégorie 2;H373;Risque présumé d'effets graves pour les organes à la suite d'expositions répétées ou d'une exposition prolongée;;;
131983-72-7;triticonazole;Règlement (UE) N°2021/849 (17e ATP au Règlement 1272/2008);11/03/2021;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;H410;Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme;1;UE;11/03/2021
131983-72-7;triticonazole;Règlement (UE) N°2021/849 (17e ATP au Règlement 1272/2008);11/03/2021;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;H400;Très toxique pour les organismes aquatiques;1;UE;11/03/2021
131983-72-7;triticonazole;Règlement (UE) N°2021/849 (17e ATP au Règlement 1272/2008);11/03/2021;Toxicité pour la reproduction, catégorie 2(f);H361f;Susceptible de nuire à la fertilité ;;;
142469-14-5;tritosulfuron;Règlement (UE) N°790/2009 (1e ATP au Règlement 1272/2008);10/08/2009;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;H400;Très toxique pour les organismes aquatiques;10;ANSES;
142469-14-5;tritosulfuron;Règlement (UE) N°790/2009 (1e ATP au Règlement 1272/2008);10/08/2009;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;H410;Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme;10;ANSES;
142469-14-5;tritosulfuron;Règlement (UE) N°790/2009 (1e ATP au Règlement 1272/2008);10/08/2009;Sensibilisation cutanée, catégorie 1;H317;Peut provoquer une allergie cutanée;;;
283159-90-0;valifenalate;Règlement (UE) N°2022-692 (18e ATP au Règlement 1272/2008);16/02/2022;Dangers pour le milieu aquatique - Danger chronique, catégorie 2;H411;Toxique pour les organismes aquatiques, entraîne des effets à long terme;;UE;16/02/2022
283159-90-0;valifenalate;Règlement (UE) N°2022-692 (18e ATP au Règlement 1272/2008);16/02/2022;Cancérogénicité, catégorie 2;H351;Susceptible de provoquer le cancer;;;
137-30-4;zirame;Règlement (CE) N°1272/2008 (ATP 0);16/12/2008;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;H400;Très toxique pour les organismes aquatiques;;;
137-30-4;zirame;Règlement (CE) N°1272/2008 (ATP 0);16/12/2008;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;H410;Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme;;;
137-30-4;zirame;Règlement (CE) N°1272/2008 (ATP 0);16/12/2008;Lésions oculaires graves, catégorie 1;H318;Provoque des lésions oculaires graves;;;
137-30-4;zirame;Règlement (CE) N°1272/2008 (ATP 0);16/12/2008;Sensibilisation cutanée, catégorie 1;H317;Peut provoquer une allergie cutanée;;;
137-30-4;zirame;Règlement (CE) N°1272/2008 (ATP 0);16/12/2008;Toxicité aiguë (par inhalation), catégorie 2;H330;Mortel par inhalation;;;
137-30-4;zirame;Règlement (CE) N°1272/2008 (ATP 0);16/12/2008;Toxicité aiguë (par voie orale), catégorie 4;H302;Nocif en cas d'ingestion;;;
137-30-4;zirame;Règlement (CE) N°1272/2008 (ATP 0);16/12/2008;Toxicité spécifique pour certains organes cibles - Exposition unique - Irritation des voies respiratoires, catégorie 3;H335;Peut irriter les voies respiratoires;;;
137-30-4;zirame;Règlement (CE) N°1272/2008 (ATP 0);16/12/2008;Toxicité spécifique pour certains organes cibles - Exposition répétée, catégorie 2;H373;Risque présumé d'effets graves pour les organes à la suite d'expositions répétées ou d'une exposition prolongée;;;
156052-68-5;zoxamide;Règlement (UE) N°790/2009 (1e ATP au Règlement 1272/2008);10/08/2009;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;H410;Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme;10;ANSES;21/08/2008
156052-68-5;zoxamide;Règlement (UE) N°790/2009 (1e ATP au Règlement 1272/2008);10/08/2009;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;H400;Très toxique pour les organismes aquatiques;10;ANSES;21/08/2008
156052-68-5;zoxamide;Règlement (UE) N°790/2009 (1e ATP au Règlement 1272/2008);10/08/2009;Sensibilisation cutanée, catégorie 1;H317;Peut provoquer une allergie cutanée;;;
112-30-1;1-decanol;"	Classement adapté par l’ANSES selon les règles de traduction du règlement CLP";27/09/2011;Irritation oculaire, catégorie 2;H319;Provoque une sévère irritation des yeux;;;
112-30-1;1-decanol;"	Classement adapté par l’ANSES selon les règles de traduction du règlement CLP";27/09/2011;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;H410;Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme;1;ANSES;11/01/2018
112-30-1;1-decanol;"	Classement adapté par l’ANSES selon les règles de traduction du règlement CLP";27/09/2011;Irritant pour la peau, catégorie 2;H315;Provoque une irritation cutanée;;;
3100-04-7 ;1-methylcyclopropene;Classement adapté par l'ANSES selon les règles de traduction du règlement CLP;23/11/2021;Dangers pour le milieu aquatique - Danger chronique, catégorie 3;H412;Nocif pour les organismes aquatiques, entraine des effets néfastes à long terme;;ANSES;23/11/2021
86-86-2;1-naphthylacetamide;"	Classement adapté par l’ANSES selon les règles de traduction du règlement CLP";27/01/2010;Toxicité aiguë (par voie orale), catégorie 4;H302;Nocif en cas d'ingestion;;;
86-86-2;1-naphthylacetamide;"	Classement adapté par l’ANSES selon les règles de traduction du règlement CLP";27/01/2010;Lésions oculaires graves, catégorie 1;H318;Provoque des lésions oculaires graves;;;
86-86-2;1-naphthylacetamide;"	Classement adapté par l’ANSES selon les règles de traduction du règlement CLP";27/01/2010;Toxicité pour la reproduction, catégorie 2(d);H361d;Susceptible de nuire au foetus;;;
571-58-4;1,4-dimethylnaphthalene;Règlement (UE) N°2021/849 (17e ATP au Règlement 1272/2008);11/03/2021;Toxicité aiguë (par voie orale), catégorie 4;H302;Nocif en cas d'ingestion;;;
571-58-4;1,4-dimethylnaphthalene;Règlement (UE) N°2021/849 (17e ATP au Règlement 1272/2008);11/03/2021;Irritation oculaire, catégorie 2;H319;Provoque une sévère irritation des yeux;;;
571-58-4;1,4-dimethylnaphthalene;Règlement (UE) N°2021/849 (17e ATP au Règlement 1272/2008);11/03/2021;Dangers pour le milieu aquatique - Danger chronique, catégorie 3;H412;Nocif pour les organismes aquatiques, entraine des effets néfastes à long terme;;UE;11/03/2021
571-58-4;1,4-dimethylnaphthalene;Règlement (UE) N°2021/849 (17e ATP au Règlement 1272/2008);11/03/2021;Danger par aspiration, catégorie 1;H304;Peut être mortel en cas d'ingestion et de pénétration dans les voies respiratoires;;;
571-58-4;1,4-dimethylnaphthalene;Règlement (UE) N°2021/849 (17e ATP au Règlement 1272/2008);11/03/2021;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;H400;Très toxique pour les organismes aquatiques;1;UE;11/03/2021
94-75-7;2,4-D;Règlement (CE) N°1272/2008 (ATP 0);16/12/2008;Lésions oculaires graves, catégorie 1;H318;Provoque des lésions oculaires graves;;;
94-75-7;2,4-D;Règlement (CE) N°1272/2008 (ATP 0);16/12/2008;Toxicité spécifique pour certains organes cibles - Exposition unique - Irritation des voies respiratoires, catégorie 3;H335;Peut irriter les voies respiratoires;;;
94-75-7;2,4-D;Règlement (CE) N°1272/2008 (ATP 0);16/12/2008;Toxicité aiguë (par voie orale), catégorie 4;H302;Nocif en cas d'ingestion;;;
94-75-7;2,4-D;Règlement (CE) N°1272/2008 (ATP 0);16/12/2008;Sensibilisation cutanée, catégorie 1;H317;Peut provoquer une allergie cutanée;;;
94-75-7;2,4-D;Règlement (CE) N°1272/2008 (ATP 0);16/12/2008;Dangers pour le milieu aquatique - Danger chronique, catégorie 3;H412;Nocif pour les organismes aquatiques, entraine des effets néfastes à long terme;;;
1928-43-4;2,4-D ethylhexyl ester;Règlement (CE) N°1272/2008 (ATP 0);16/12/2008;Toxicité aiguë (par voie orale), catégorie 4;H302;Nocif en cas d'ingestion;;;
1928-43-4;2,4-D ethylhexyl ester;Règlement (CE) N°1272/2008 (ATP 0);16/12/2008;Sensibilisation cutanée, catégorie 1;H317;Peut provoquer une allergie cutanée;;;
1928-43-4;2,4-D ethylhexyl ester;Règlement (CE) N°1272/2008 (ATP 0);16/12/2008;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;H410;Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme;10;ANSES;18/11/2020
1928-43-4;2,4-D ethylhexyl ester;Règlement (CE) N°1272/2008 (ATP 0);16/12/2008;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;H400;Très toxique pour les organismes aquatiques;1;ANSES;18/11/2020
